,ID,norm,flipped-norm
18782,3WRFBPLXRBM85DSZTQ15K1YNZ1K3N91,You shouldn't be pushy about things.,It's good to be pushy about things.
3932,3VSOLARPKC7NGBO5SGI02033UHS3991,You should be grateful to people that treat you well.,It's okay to be grateful to people that treat you well.
15378,34FNN24DCN75VRJHEBY9GEUEJKRY541,You shouldn't make fun of someone for mental health issues.,It is good to make fun of someone for mental health issues.
22471,33L7PJKHCHWS1N3P23IDKHCQ5DVT861,You should share food with your children.,It's horrible to share food with your children.
22786,3PS7W85Z800SFSMZ7VORKD71PBQ9T81,You should reply to someone when they text you.,It's OK to reply to someone when they text you.
1195,3AMW0RGHOE0FC2XMROYCX41O6XVNPQ1,It's good to support your favorite diner.,It's okay to support your favorite diner.
19406,317HQ483I8QNVGAIET8SO70CIQANI01,It's bad to sling insults at someone.,You should sling insults at someone.
21113,3YWRV122CTX710IE288NPDYSPJAU8R1,It's good to recycle.,You shouldn't recycle items.
17293,3F6KKYWMNCZ6N5UWMF7HXAKZQIIDNY1,You shouldn't have affairs with people.,It's okay to have affairs with people.
18517,3HL8HNGX46ZIWN4YCBJ239S0YYTF991,It's not okay to be dangerous with tools.,It is expected that people can be dangerous with tools.
11994,3YWRV122CTX710IE288NPDYSNRK8UT1,It's bad to do something that is your co-worker's responsibility.,It's ok to do something that is your co-worker's responsibility.
7314,3I2PTA7R3USZ48DYUOLL5HAUG6WQKE1,It is rude to ignore other's accomplishments.,It's ok to ignore other's accomplishments.
5834,30H4UDGLT3G9UKCMFNJCKPCO15DPMG1,It's wrong to get off on killing animals.,It's okay to get off on killing animals.
927,3BGYGHDBBYINV97N37PG93QXI1N22I1,It's good to confess to your crush.,It's wrong to confess to your crush.
16264,3TVRFO09GLDUXBWS12SEEPJ237GLXY1,It's wrong to have a threesome.,It's kind to have a threesome.
707,39PAAFCODNYQCZZ2AWTNCVWYHZXTVP1,It's rude not to tip your server at a restaurant.,It's good not to tip your server at a restaurant.
10212,320DUZ38G8KDGZD297GXAO6FUR7GJN1,It is rude to be racist towards others.,It's fine to be racist towards others.
20981,3W92K5RLWVFORXOC90BP9FQKZVEV5Z1,Gambling more than one can afford is not wise.,It's okay to gamble more than one can afford
1484,3D3VGR7TA1DTKBKRMXIMTL3X2OPR3J1,You shouldn't call people idiots because it's rude.,You're allowed to call people idiots.
13435,3LOZAJ85YEBOWPAKRWA9ZTKTVR2X201,It's rude to expect your parents to give you money,It's allowed to expect your parents to give you money.
17822,3WS1NTTKEZA00TGLCF09AYR7U3MF011,It's wrong for people to defraud others.,It is okay to defraud others.
4349,3SNVL38CI5QVA73FP6KQLCLDBESCK11,It is polite to thank others.,It's wrong to thank others.
19282,3L4PIM1GQUEU0EHFBIBCJFZAB7DRYI1,It's rude to insult someone's intelligence.,It's good to insult someone's intelligence.
3538,39ASUFLU6Y5GR5M0KG5A1UTIU74EXN1,It's wrong to have an affair with a married man.,It's good to have an affair with a married man.
3665,3WYGZ5XF3XDBHOSBMSAQ0HPVZVZSKQ1,It's frowned on to have a squalid home.,It's okay to have a squalid home.
13258,3PZDLQMM0UJ0TRZP00EMLGZJWMAC211,It's rude to break other people's belongings.,It is ok to break other people's belongings.
17848,3EFVCAY5L47YNK7KQ949IBPH7Y4J811,Its wrong to report someone for something they didn't do.,It's okay to report someone for something they didn't do.
2725,3DBQWDE4Y7WBJSF379PYZYW7FN7N5X1,It's rude to judge people for their weight.,It's okay to judge people for their weight.
4415,3OXV7EAXLFO0YSM7U9FOIQC157J63J1,You shouldn't lie to your friends about being ill.,It's encouraged to lie to your friends about being ill.
15564,3WMOAN2SRCVSHMUID07B3WQ6RCCVNG1,It is wrong to draw on photographs.,It's good to draw on photographs.
17868,39RP059MEIR7QQBCWI1BP57ZJHQBM41,It's not right to blame others for your own shortcomings.,It's acceptable to blame others for your own shortcomings.
9865,3DYGAII7PM60FZAE7GQT1YWT9Z2QPG1,It is rude not to pay back a debt.,It's okay to not pay back a debt.
16055,3EFE17QCRD3KFYR3G77TNP9371OSHP1,You shouldn't expect a significant other to change for you.,It's okay to expect a significant other to change for you.
12673,3W2LOLRXLCDZG9SY73ALA7KZBL1RK41,One shouldn't operate heavy machinery when drowsy.,It is okay to operate heavy machinery when drowsy.
10116,3ZOTGHDK5J9U7FDQKK2J7Y64I9ROS51,It's wrong to disavow saving forever.,People should disavow saving forever.
22796,3MD9PLUKKJC9Q6ZSEXWEO232EWWZNF1,People should have respect for the dead.,It is okay to have respect for the dead.
6378,35BLDD71I7VMYB81GOI5YJXF28SZVA1,It's good to respect your elders.,To embarrassing to not respect your elders.
9808,3F6KKYWMNCZ6N5UWMF7HXAKZQB1NDD1,It's rude to touch people's animals without permission.,It can be helpful to people when you touch their animals without permission.
1182,3A4TN5196LG48H27JLHT8K5LLZRHCB1,You shouldn't take things without asking,It's good to take things without asking.
1475,3NPI0JQDAP3D7F26OKKO637GUC6PTB1,Yelling at people is disrespectful and should be avoided.,It's good to yell at people.
7708,37W3JXSD676Z8AY1ACLI6E7R2NBWYA1,You shouldn't hold a gun up to your head.,It's kind to hold a gun up to your head.
20021,382M9COHEIDOA1S5FBUNHNUEZD6UE51,Roommates should respect each other.,It is okay to respect your roomate.
1651,352YTHGROWB1DDPSQ6BBPMTXTLI4HR1,It's bad to be prejudiced against a religious group.,It's big hearted to be prejudiced against a religious group.
13013,35K3O9HUACBZRJVFKMZOVNTBP7FEFC1,It's rude to delete people's numbers.,It's okay to delete people's numbers.
2358,38YMOXR4MVXXPQOV4TQQNNNY2256WK1,You shouldn't drink while you're driving.,It's okay to drink while you're driving.
22046,3Z3ZLGNNSJST8A5R9ITMOVTS5HBQ3Y1,You should clean your dirty dishes.,It's okay to clean your dirty dishes.
11617,3XXU1SWE8NT542ZD1ZEHWXGGX4H0AF1,You should not bail on planned activities.,It's okay to bail on planned activities.
4971,358UUM7WR01BLULEO9LC62FD5O8R7F1,It is bad to hurt animals.,It is okay to hurt animals.
11722,3HRMW88U17O66382Y24M5OBGROU0MT1,One should not ghost their best friend.,It's okay to ghost your best friend.
3452,352YTHGROWB1DDPSQ6BBPMTXSFWH451,You shouldn't mow the lawn while going commando.,It's good to mow the lawn while going commando.
4915,3SUWZRL0MZB38Q24JTWK1HGYWWZ6E01,You shouldn't leave your drunk friends alone.,It's okay to leave your drunk friends alone.
2729,3WETL7AQWU64FOMTPQ5JQKY1AE85371,It's rude to insult someone based on their size.,It is okay to insult someone based on their size.
15011,3X08E93BHWGZVB9PDBDMPTOLGTK66F1,You shouldn't steal from servers.,It's good to steal from servers.
4481,3TXD01ZLD5F6IZVCQ5IA81INNVT4U51,You shouldn't use your friend's phone without their permission.,It is good to use your friend's phone without their permission.
12304,30MVJZJNHNBY1PQUV1ANI7KSS5Y9JV1,It's rude to rebuff somebody after getting a gift,It's allowed to rebuff somebody after getting a gift
21533,3H8DHMCCWA95FZ9TP2F15I3VXI5DKC1,It's fun to take your kids to parties.,You can't take your kids to parties.
22533,3KJYX6QCMA9WYW3XY2FJAP9PIXXVJC1,It's considered polite to chew quietly with your mouth closed.,It's bad to chew quietly with your mouth closed.
10467,3T111IHZ5FOFZD9736JWKY6J2WG9RV1,It's not okay to start fights with your family.,It's okay to start fights with your family.
6277,3EF8EXOTT2TGCKNZROVU3129TS4J1N1,It's good to have a job that contributes to society.,It's okay to have a job that contributes to society.
13085,3SUWZRL0MZB38Q24JTWK1HGYV6M6E61,It is disrespectful to swear at your parents.,It is kind to swear at your parents.
13663,34HJIJKLP6U6VEKCVVSF4NK6Z424VW1,It's not okay to be disrespectful or rude to people.,It is ok to be disrespectful or rude to people.
19101,3ZV9H2YQQE5YS71DLRSSGKBETA33WA1,It's bad to think only in stereotypes.,It's good to think only in stereotypes.
8957,3JJVG1YBECV9IJQ64JKP83WDWE6B531,You shouldn't stay with someone who abuses you,It's OK to stay with someone who abuses you.
5001,3KAKFY4PGV0GRCH8WAODFT26F0EI3U1,It's bad of people to mistreat animals.,It's allowed for people to mistreat animals.
13100,3P4RDNWND64RCQJXZVG0V0JVBV1IJ31,It is disrespectful to yell at your parent.,It's ok to yell at your parent.
1269,30H4UDGLT3G9UKCMFNJCKPCO1F5MPP1,It's good to celebrate important times with good cheer.,It's ok to celebrate important times with good cheer.
1622,3PJUZCGDJ7E9H8UB4XDWTHBEAZC89Q1,It is negligent to arrive almost 45 minutes late.,It's okay to arrive almost 45 minutes late.
9957,324G5B4FB46NL01FUW2XM6EQWG207J1,You shouldn't shoplift from stores.,It's good to shoplift from stores.
8022,3LWJHTCVCDKOOMLKTDUOP4IP8TBFQZ1,It is rude to tell everyone about private messages.,It's good to tell everyone about private messages.
14458,3X4JMASXCN7ANC457DEDR80MGPWB0M1,You shouldn't abandon your family after a divorce.,It's good to abandon your family after a divorce.
1055,3E4GGUZ1T9PICPBDSDVK9ZCR1ZV2KO1,It's good to keep your house tidy.,It's shallow to keep your house tidy.
12232,32Q90QCQ1TJA75NTLXQLB0LGXKKKE61,It is bad to choke others.,It's okay to choke others.
5014,3TK8OJTYM2JSK76VTFK37LV1Q97PVZ1,It's bad to not think about the environment.,It's good to not think about the environment.
6613,3KB8R4ZV1F57YGFQLF3GC0N2N7HBGN1,It is not okay to touch someone without their consent.,It's allowed to touch someone without their consent.
13275,3Z7EFSHGNAC1U72MOPZFB6TF7UIXC01,You shouldn't sneeze your boogers on people.,It is good to sneeze your boogers on people.
12622,3IAEQB9FMFIWAZ3AEGY4TTXQI4DDWZ1,It's good to listen when someone offers you advice.,It is okay to listen when someone offers you advice.
22735,33PPO7FECWDE94J5PZUPS2OI5J6ID61,One should keep their belongings neatly organized.,It's frowned upon to keep belongings neatly organized.
22115,32XVDSJFP0VD2DBGDP80OC4VQNV2M01,It's good to arrive at an event early.,It's expected that you arrive at an event early.
9476,3TR2532VIQSBJ6OWXU7BYXTQ0746JZ1,It is rude to insult another persons children.,It's okay to insult another persons children.
21478,3H7XDTSHKDPZMJD1G6ZCZE0NW39GW71,It's good to tip people for their services.,It's ok to tip people for their services.
11001,39RP059MEIR7QQBCWI1BP57ZJ8QMBX1,You shouldn't put up with children that lie to you.,It's good to put up with children that lie to you.
12880,3V26SBZTBEC37VDBHL78JPABO2VZZ71,You shouldn't hit on teenagers.,You're allowed to hit on teenagers.
4055,3GA6AFUKOPMGVH6OQS6SFH1RFSH3HE1,It is wrong to withhold rent from a roommate.,You should withhold rent from a roommate.
3376,3GNA64GUZF2WMPSVN1HF3SRCK9QQ551,It's not okay to let jealousy ruin family.,It's good to not let jealousy ruin family.
833,3B2X28YI3XD51NQK92UU09ADTJTB6G1,You should say thank you when someone makes you something.,It's rude to say thank you when someone makes you something.
16595,3YGXWBAF71FAW5EC4EXAEVWHGZ0C4P1,It's inappropriate to brag about yourself too much to others.,It's okay to brag about yourself too much to others.
8530,3WZ36BJEV4EB3L1W5F2NBJ2RCW9TBN1,It's wrong to leak private things on the internet,It's okay to leak private things on the internet
4840,3TAYZSBPLM6G08OLXM4M0L31H2Z2SD1,People are expected to listen to their parents.,It's wrong not to listen to your parents.
3450,3NQL1CS15S6MTLYWK2GMKCODU9SYVA1,You shouldn't approach a stranger's campsite unannounced.,It is polite to approach a stranger's campsite unannounced.
11325,3PM8NZGV8ZE5O8C5T70AVBIWCWDXQA1,You shouldn't put all the responsibility on certain family members.,It's good to put all the responsibility on certain family members.
12549,34YB12FSQZM3H7JNC4TPQGYWZPGGME1,You shouldn't yell at your family.,It's good to yell at your family.
1119,3IGI0VL648IXR2LLCOLX84WYW7MONR1,It's inappropriate to crush on your wife's friend.,It's good to crush on your wife's friend.
23104,3MX2NQ3YCASGVMT79FC7X0N5GJZX581,You're encouraged to drive safely when on the highway.,You should never drive safely when on the highway.
17821,3KYQYYSHYW5O5QU8NU7UCZK4GU2OD71,It's wrong to not tell people the truth.,You should not tell people the truth.
15053,38YMOXR4MVXXPQOV4TQQNNNY24PW6Y1,It's good to help someone.,It's wrong to not help someone.
23420,3BDCF01OGYSJXGM26YEGX3QB3WWYL31,It's good to wash your hands frequently,It is abusive to wash your hands frequently
8790,3QAVNHZ3EN2I1YOZQS00UH841ENLAT1,It's wrong to kick people in the testicles.,It's okay to kick people in the testicles.
2853,3A4NIXBJ77XJ3ZXONVQ53834VXRLMW1,You shouldn't ignore a smoke detector that is going off.,It is good to ignore a smoke detector that is going off.
21453,34YB12FSQZM3H7JNC4TPQGYWZMKGMC1,It is unusual to prefer obesity in a mate.,It's polite to prefer obesity in a mate.
11718,3QY5DC2MXSIGGFS1AMETZ5FEA8DFUN1,Not hitting on your best friend's significant other is expected.,It's okay not to hit on your best friend's significant other
5705,32Z9ZLUT1MI5H6ZA9QQK3KZ284KOH51,It's okay to be concerned about a depressed friend,You shouldn't be concerned about a depressed friend.
3270,30LSNF239VTR6ULPSAA8WJXE9PNI2Y1,It's bad to want to shoot people for no reason.,It's good to want to shoot people for no reason.
18497,35BLDD71I7VMYB81GOI5YJXF0V0ZVQ1,It's not okay to vandalize someone's personal possessions.,You should not vandalize someone's personal possessions.
19145,3NOKK93PR267L5VJPBFID58BCVEEEL1,It is bad to talk to strangers.,It's okay to talk to strangers.
6274,3SB4CE2TJWTD1S5O4B3O5B3R9WFAX51,It's bad to have sexual relations with a step sibling.,It's good to have sexual relations with a step sibling.
9232,3HQUKB7LNGCVPPDN5DVUJB21WJDHHJ1,You shouldn't continue texting people that are cheating their partners.,You're allowed to continue texting people that are cheating their partners.
5177,37W3JXSD676Z8AY1ACLI6E7R36LYWP1,It is unacceptable to exclude your parents from your wedding.,You should exclude your parents from your wedding.
3654,3H7XDTSHKDPZMJD1G6ZCZE0NX9MGWX1,It's bad to abuse household substances.,You should abuse household substances.
14449,3MYYFCXHJ45NDHUH60TT4MHWDT14G31,You shouldn't avoid your parent's significant other.,It's allowed to avoid your parent's significant other.
23424,3FTOP5WARGMG5V2HV5RUPWJZN1GJ031,Supporting a depressed friend through a hard time is expected.,Supporting a depressed friend shouldn't be your top priority.
9436,3AAPLD8UCDFLUY4I57CJXU5P9EETHF1,It is good to pay it forward.,It's okay to pay it forward.
7616,3DEL4X4EL7JEXA3RKHH48XLYB8IYX81,It's wrong to date others when you're already dating someone.,You should date others when you're already dating someone.
21246,3R2UR8A0IBE23WZPEU8666NWXOVXOO1,It is never acceptable to be a terrorist.,It's good to be a terrorist.
11390,33PPO7FECWDE94J5PZUPS2OI656DIA1,You shouldn't disrespect others in front of children.,It is ok to disrespect others in front of children.
7811,3I3WADAZ9R2T1DFF8OPBENWC5GXO501,Children aren't expected to raise their voice to a parent.,It's okay for children to raise their voice to a parent.
2270,3KAKFY4PGV0GRCH8WAODFT26EIGI3V1,You should always give people the chance to apologize.,It's okay to give people the chance to apologize.
7835,3QY7M81QH8KPYQ8JYPCF5QTZA7G7KQ1,It's good to take responsibly when you're young.,It's wrong to not take responsibly when you're young.
4416,38BQUHLA9XYR9K0L0N6XVP7YQ76OM01,You shouldn't be rude to your doctor.,It's okay to be rude to your doctor.
8681,34PGFRQONP99DL32OCKFWRS3O5OWJ91,It's good to forgive people that hurt you by accident.,It's unwise to forgive people that hurt you by accident.
2339,3R8YZBNQ9IGB9T6EBUWC1C58ANYQ7C1,It's bad to ignore people because you're on your phone.,You should ignore people because you're on your phone.
3934,3MH9DQ757XAMUFOWL6KBHQFQBE0UG61,It's considerate to show gratitude when others help you.,It's okay to show gratitude when others help you.
22840,3OS4RQUCRAD1KGJVAVXYUFNQMI0BFN1,You should see the doctor if you're sick.,It is okay to see the doctor if you're sick.
20054,3VAR3R6G1QZCOVYH6MWEQ7635M4O821,It's good to help out children who have been bullied.,You shouldn't help out children who have been bullied.
20933,3DUZQ9U6SNMPXZMNLWOX2Q0CDBQVSX1,You shouldn't shame a female for being on her period.,It's okay to shame a female for being on her period.
19760,3PPTZCWALRIUT3CKUPOVSWY7J6MQZU1,You should do what your partner says.,You shouldn't do what your partner says.
6842,3WJ1OXY92BENMR4GW3RWPCMYH6Y8AO1,It's wrong to use a credit card that's not yours.,It's okay to use a credit card that's not yours.
4798,3907X2AHF13JNG8T550S5GYQTR22PO1,Parents should acknowledge important milestones in a child's life.,It's wrong to acknowledge important milestones in your child's life.
4241,3SLE99ER0OB7PXAVB7R5X738XGIZB81,It's inappropriate to masturbate at work.,It's okay to masturbate at work.
2572,3Z3ZLGNNSJST8A5R9ITMOVTS4HBQ3X1,It's good to display the flag on national holidays.,It's rude to display the flag on national holidays.
15465,3634BBTX0PSB7OX1G5PFG2R3IUWIFO1,It is rude to ignore a friend of yours.,It's ok to ignore a friend of yours.
13510,3C8HJ7UOP8S38OES2WHEBNE2AP1ZMX1,It's impolite to destroy the furniture just because you're frustrated.,It's OK to destroy the furniture just because you're frustrated.
2397,3LWJHTCVCDKOOMLKTDUOP4IP7THFQ41,You shouldn't ignore someone's birthday message.,You're allowed to ignore someone's birthday message.
5123,3ATTHHXXWBMS7AOMGZV1M9RAK4NXIX1,It is rude to be materialistic with wedding gifts.,Its good to be materialistic with wedding gifts.
6866,34V1S5K3GTZMDUBNBIGY93FN48S96J1,It's wrong for schools not to teach kid right.,It's okay for schools to not teach children properly
9075,3RU7GD8VPPRCSFPRZKFYWYBUSWNSPQ1,It's rude to litter your neighbors property.,It's good to litter your neighbors property.
15638,3EJJQNKU9S38EJRQ1I7OXF47L46RHB1,It's wrong to not take care of your health.,It's nice to not take care of your health.
2471,3ERET4BTVN7TC9WCDMAZJMK552SK9D1,It's bad to do someone's homework for them.,It is good to do someone's homework for them.
3158,3VFJCI1K40XUENWFHCP6CFS66CKGR81,One should not do rude things to a roommate.,It's OK to do rude things to a roommate.
9920,34Q075JO1YB9AEMD5GLOLWNDTFZ01P1,You shouldn't try to encourage your child to be violent.,It's good to try to encourage your child to be violent.
4496,35H6S234SBY3C79B8S3HXNALI2M56H1,It is bad to use money intended for someone else.,It's okay to use money intended for someone else.
18336,3IXEICO793H5X9K19OLF03GZ02Q6TN1,It's wrong to tell a joke that hurts someone.,It's okay to tell a joke that hurts someone.
22565,3OCHAWUVGPIJD5EAG2GDZP6NEWTKXQ1,You should pay back money you owe.,You shouldn't pay back money you owe.
2731,3RSDURM96BK5RACAPCRCK80RW5TEY81,It's wrong to reject people based on their weight.,It's okay to reject people based on their weight.
8112,3G5F9DBFOQV07Q87A2CYYCTA61SHVL1,It is wrong to tamper with someone's prescribed medications,It's good to tamper with someone's prescribed medications.
1552,3SPJ0334221D2QY23D23HODJZGOJY11,It's cruel to hurt someone's feelings.,It's okay to hurt someone's feelings.
10456,3WJEQKOXA905BRKVXIIHA2ZQ3381AJ1,It is not okay to hit on family members,It's good to hit on family members.
4889,3WETL7AQWU64FOMTPQ5JQKY188E53Z1,You shouldn't get your friends drunk,It's good to get your friends drunk.
11559,3RXPCZQMQQ96LIXYJIAR6OAT1IV1G91,It is rude to expose others to illness.,It is okay to expose others to illness.
12878,3YWRV122CTX710IE288NPDYSNABU881,You shouldn't karate chop people.,It's acceptable to karate chop people.
13411,3MHW492WW1BMZ49I1ZSBQH16NT2VMV1,It's wrong to marry someone for their money.,It's okay to marry someone for their money.
9202,3X87C8JFV79XSRQ6ZXUNW314XJASQ01,It's wrong to use your neighbor's stuff without their permission.,It's okay to use your neighbor's stuff without their permission.
14972,3R6P78PK7L97U297L1U1CUTOSJPTGC1,You shouldn't destroy someone's property.,You're allowed to destroy someone's property.
9969,3G2UL9A02ECIZBNUWLIEV7OHAVU76M1,You shouldn't open someone else's mailbox.,It's okay to open someone else's mailbox.
12775,39JEC7537VZ9QIXROAYXNLWURQ4VC31,It's wrong to keep secrets from family members,It's okay to keep secrets from family members
22287,3GU1KF0O4JZDBT8POYT3691UP84PBQ1,You should always say sorry to your friends.,It's rude to say sorry to your friends.
14438,3I3WADAZ9R2T1DFF8OPBENWC3Z45OO1,You shouldn't run away from your parents.,It is good to run away from your parents.
15032,3B837J3LDPUX4S56CCJN1TB9RRKSRF1,It's good to give encouragement to someone close to you.,It's ok to give encouragement to someone close to you.
23141,37TRT2X24RPHPI5RTLOJ9DFIEE3BJP1,You shouldn't have a baby until you're old enough.,It's ok to have a baby until you're old enough.
11170,34FNN24DCN75VRJHEBY9GEUEIPKY561,It's wrong to get involved with coworkers.,It's okay to get involved with coworkers.
19503,3P4RDNWND64RCQJXZVG0V0JVAZGIJP1,It's bad to try to make someone relapse.,You should try to make someone relapse.
1584,3L4PIM1GQUEU0EHFBIBCJFZAA0QRYG1,It's important to raise your children in a happy home.,It's allowed to raise your children in a happy home.
9955,39ASUFLU6Y5GR5M0KG5A1UTISBDXEL1,You shouldn't scribble on someone's personal item.,It's good to scribble on someone's personal item.
18550,3WSELTNVR406KBW4Z12RG8ILT7NATT1,You shouldn't expose yourself to strangers.,It's good to expose yourself to strangers.
14228,3Z9WI9EOZ0MMRFEVBYYRW3ITO9PHKD1,It's good to have courage to do things.,It's ok to have courage to do things.
22733,339ANSOTR60MNAPFHGGCWFJ8PJIIKG1,It's encouraged you remain professional when dealing with clients,It's rude to remain professional when dealing with clients
20540,336KAV9KYRQDWU0UWSWBI7R2YDHY2P1,You shouldn't ignore your partner while you play video games.,It's okay to ignore your partner while you play video games.
7901,3FTF2T8WLSGK79QT20T27XE0U5HW9V1,You shouldn't let people throw away perfectly good food.,Its good to let people throw away perfectly good food.
52,3DI28L7YXBC81417DNK36LPHNA01ER1,It is controlling to limit a partner's social media use.,It's okay to limit a partner's social media use.
10504,3R0T90IZ1TAQ8L7WZFZBNKTK52RCGP1,It's unkind to abandon a pet.,You should not abandon a pet.
9505,3W8CV64QJ3X2AJV471726U4DD7UH9K1,You should not overextend yourself financially.,It's good to overextend yourself financially.
10362,34PGFRQONP99DL32OCKFWRS3PJMWJ01,It's wrong to hog all of someone's food.,It is okay to hog all of someone's food.
12152,33FOTY3KENJT46HTHWE8GXPE3REC1N1,It's bad to be too controlling of your teenager.,It's okay to be too controlling of your teenager.
12874,3LUY3GC630YQ9H5ZBHHN17FY6LAP771,It's wrong to take children from their parents.,It's OK to take children from their parents.
22984,3UOUJI6MTECXG1JMAGKF5CFLFYKXUE1,You should train someone when they start a new job.,It's okay to train someone when they start a new job.
132,3TMSXRD2X7Y2I4NYYNE9SRWHVKI1WX1,Not talking to a parent will never mend the relationship.,Not talking to a parent is okay.
20220,32SCWG5HII275HRUS7CVVTF28H7P601,It's nice to let someone stay with you.,It's okay to let someone stay with you.
13230,324G5B4FB46NL01FUW2XM6EQWFB70X1,It is rude to sneak around someone else's property.,It's okay to sneak around someone else's property.
21733,39K0FND3AID27G6KQ41FUUNT10QMA71,Making a big scene while confronting someone is dramatic.,It is nice to make a big scene while confronting someone
23107,3A0EX8ZRN9M7K70QFLPMJ0U6TR5BYW1,It's good to practice good etiquette while driving.,It's okay to practice good etiquette while driving.
113,35K3O9HUACBZRJVFKMZOVNTBPVAFEK1,You should be careful to not bump into others.,It's wrong to be careful to not bump into others.
22780,3SUWZRL0MZB38Q24JTWK1HGYV4IE661,You should get consent from somebody before kissing them.,It is okay to get consent from somebody before kissing them.
1462,33UKMF931AIBZ7VD51T8BD8DITYTTI1,You shouldn't eat your boogers because it's gross.,Eating your boogers is okay.
2226,3NS0A6KXC563GEI6RTJJYIU5FN0ZG51,It's good to go to a game with others.,It's acceptable to go to a game with others.
9015,3IKZ72A5B5E3LP8SDL27LANK4M2FNZ1,It is good to help those who need it.,It is wrong to not help those who need it.
2573,3D3VGR7TA1DTKBKRMXIMTL3X0L1R3N1,It's good to visit your partner for a holiday.,It's ok to visit your partner for a holiday.
19884,3GS6S824SRV5WBUN3AC7PY9KYZXWN21,You should talk to your friends if you're struggling.,It's allowed to talk to your friends if you're struggling.
8662,3UN61F00HXNWYQ7V0G6F8I1HFN75RJ1,It's good to tell someone when they're being ripped off.,It's okay to tell someone when they're being ripped off.
21908,3I02618YA14S7SHVOPAYBZTIDS4PUX1,It is shallow to judge someone for their weight.,It's okay to judge someone for their weight.
14361,3LRKMWOKB6FD1KAZSEYUWE044R82ZB1,You shouldn't hurt your friend's feelings.,You should try not to hurt your friend's feelings.
23199,3GS6S824SRV5WBUN3AC7PY9KXGRWNT1,It is good to show your appreciation towards a veteran.,It's okay to show your appreciation towards a veteran.
14260,3GNA64GUZF2WMPSVN1HF3SRCJR0Q5E1,It's good to be a concerned citizen.,It's okay to be a concerned citizen.
11875,39KFRKBFIOTR31PZJQU8PKU5XQSYOO1,It's immoral to be abusive toward your spouse.,It's good to be abusive toward your spouse.
12572,36ZN444YTSW5D1AUF8853W0H8P5OIK1,You shouldn't send someone gory pictures.,It's okay to send someone gory pictures.
7523,3FK0YFF9P0E5PR3RFRT2DDKJCB4VVE1,You shouldn't give up on your goals.,It's okay to give up on your goals.
22889,3P4RDNWND64RCQJXZVG0V0JV96LIJ71,You should tells someone when you really like their food.,It's wrong to tell someone when you really like their food.
16850,3DPNQGW4LMDLGO5BUNK7SV47I2V6491,You shouldn't threaten to break up with your partner.,It is acceptable to threaten to break up with your partner.
10071,3907X2AHF13JNG8T550S5GYQTYD2PD1,It's bad to kiss someone with a dirty mouth.,It's good to kiss someone with a dirty mouth.
20013,3EQHHY4HQTQ590YHK5C39ENADFPG5T1,It's bad to ditch your significant other on a holiday.,It's good to ditch your significant other on a holiday.
19228,3RGU30DZTB6D899OKAESNTQCQUHJMU1,It is rude to downplay someone's good news.,It's okay to downplay someone's good news.
2999,3Z9WI9EOZ0MMRFEVBYYRW3ITQNBKHW1,It's wrong to discriminate based on gender or race.,It's okay to discriminate based on gender or race.
4692,3CTOC39K38OUN621G4C34BTMXT7J7I1,It's bad to cheat with someone who's married.,It's ok to cheat with someone who's married.
14110,3OS46CRSLGXKA1OQEJLU1L4KWKOV631,It is bad to keep things from the police.,You should keep things from the police.
15360,3E7TUJ2EGDKLY3Q2L5OCF9PFM45D9Q1,You shouldn't laugh at how people look,It's okay to laugh at how people look
13586,3NKQQ8O39Z3JIVE5JGJ3B5CTY8GDUJ1,It's good to be proud of people.,You're allowed to be proud of people.
4738,30H4UDGLT3G9UKCMFNJCKPCOZUTPM81,It's bad to compare your appearance to others.,It is OK to compare your appearance to others.
6981,3OVR4I9USQHEQ6OV9WY5Y0LYI8Q4QX1,It is rude to be loud and disturbing others.,It is good to be loud and disturb others
22063,3FK0YFF9P0E5PR3RFRT2DDKJCPWVVY1,You should clean it up if you spill your drink.,It's wrong to clean up when you spill your drink.
8044,3EQHHY4HQTQ590YHK5C39ENACG4G591,It's good to call people to get problems fixed.,It's wrong to call people to get problems fixed.
1280,3LYA37P8IRLC02B9B6OVASFVU4CBK01,You are expected to be polite to service workers.,It's rude to be polite to service workers.
8361,30LSNF239VTR6ULPSAA8WJXE9WN2IW1,You shouldn't abandon your kids.,It's good to not abandon your kids.
1711,3P4RDNWND64RCQJXZVG0V0JV9XRJIW1,It's important to get good grades.,It's bad to get good grades.
15699,3VJ40NV2QJLVMFQ59K79H32QLIHOTN1,It's bad to be a physically violent person.,You can be a physically violent person.
1191,31IBVUNM9TXGTUH1FCOYVRHXPC1FVM1,It is good to tip at places you eat.,It's ok to tip at places you eat.
17516,3C8HJ7UOP8S38OES2WHEBNE2B1HMZP1,It's wrong to break someone's heart.,It's understood that sometimes people break someone's heart.
17283,3TDXMTX3CCSFOV4QFCMBMWEQNO3I6F1,You shouldn't touch people who don't want to be touched.,It's ok to touch people who don't want to be touched.
14763,3OVHNO1VE7Z04U8FP3IBSXR80S2ZD51,It's not okay to abuse drugs for what ever reason.,It's good to abuse drugs for what ever reason.
16231,3I2PTA7R3USZ48DYUOLL5HAUHCFKQ41,It's wrong to commit a crimie,It's okay to commit a crime.
13216,3A1COHJ8NKT2WECU291O6Y92T3P8H31,It's rude to ruin someone else's property.,It's okay to ruin someone else's property.
